id,date_of_birth,number_dependants,credit_utilization,debt_to_income_ratio,monthly_income,number_open_credit_lines,number_open_loans,number_90_days_past_due,number_charged_off,score1,score2,target
318,1943-06-18,0,0.02423194365916129,0.46534856829215804,2200,4,4,0,0,672,533,1
319,1936-09-24,0,0.13174850738735724,0.2247362746296007,2400,6,5,0,0,774,783,0
320,1941-11-04,1,0.03994448220192576,0.2045937949519122,2100,5,4,1,0,525,716,0
321,1941-01-19,0,0.08633034413666217,0.24057844466614403,2600,3,2,0,0,544,655,0
322,1950-09-03,2,0.22434878868940145,0.2829376282076832,2000,8,3,0,0,533,650,1
323,1946-02-06,0,0.11506105389985712,0.4214165988523629,2000,4,4,1,0,716,662,0
324,1971-09-14,0,0.15415200794607506,0.46805590983042467,2500,5,1,1,0,713,710,0
325,1950-04-05,0,0.062339102268869136,0.41698867799628025,2500,6,1,1,0,597,617,0
327,1982-02-28,1,0.030473969124634345,0.38612228568390594,2500,5,4,0,0,779,618,0
328,1972-01-19,0,0.0061938419646677,0.2836950314772311,2000,1,3,1,2,583,581,0
329,1967-05-15,0,0.006349704248264866,0.5156076237201979,2100,7,0,0,0,759,798,0
330,1951-02-11,0,0.09832323264540606,0.21156486884453524,2100,4,3,0,0,765,735,0
331,1948-05-19,0,0.09461525300569874,0.4263096626349624,2400,4,2,0,1,738,688,1
332,1947-07-07,1,0.039291015011611564,0.44056479809392685,2000,7,0,0,0,550,722,1
333,1930-01-26,0,0.04873686158501861,0.40506191728660224,2000,7,5,0,0,746,793,0
334,1959-05-02,0,0.047957008160374105,0.2996394886747608,2000,6,1,1,0,734,685,0
335,1977-10-05,1,0.026607930346387504,0.2629599785018124,2100,4,1,0,0,654,663,0
336,1944-12-23,1,0.04391894585525066,0.1478737685777607,2000,3,0,0,0,531,716,0
337,1960-10-25,1,0.08559981838685442,0.5212513954924463,2200,4,1,0,0,514,833,1
338,1969-11-03,0,0.08075134820165557,0.24407977655841998,2200,5,0,0,0,669,623,0
339,1942-11-14,0,0.0340691855908137,0.31405120432652334,2000,1,1,0,1,579,823,0
341,1966-06-10,1,0.0738738763676237,0.41889516113621555,2200,4,3,1,0,788,590,0
342,1971-11-02,2,0.10736169888071952,0.24082705110720723,2300,3,0,0,0,500,678,0
343,1942-08-31,1,0.10337716594009064,0.3150564939339116,3500,6,2,0,0,828,700,0
344,1986-08-17,1,0.01058933132159638,0.5161446169879714,2000,5,1,0,0,630,530,0
345,1939-10-14,1,0.023425084133001876,0.3297733925361102,2900,5,4,0,0,680,679,0
346,1956-01-02,2,0.0018498580412845702,0.4094454576734927,2000,8,1,0,0,701,567,1
347,1976-01-07,0,0.07154481082294319,0.3557451135071102,2300,12,1,0,0,526,668,0
348,1982-04-04,0,0.07012332171449172,0.17582381592113186,2200,3,1,0,0,636,600,1
349,1944-12-20,0,0.29423218005286583,0.39406286672887075,2500,10,2,1,0,658,623,0
350,1949-01-02,0,0.0024513751405746973,0.1390356580929436,2000,4,0,0,0,639,711,0
351,1948-06-08,0,0.11852871147470997,0.49363103697784144,2600,5,3,0,0,711,641,0
352,1976-02-15,1,0.0314255525660401,0.421445966177155,2800,3,1,0,0,592,726,0
353,1964-01-31,1,0.012083790576142079,0.29174114014376057,2800,5,2,0,0,730,530,0
354,1969-02-18,0,0.08431452958047128,0.4916108169776699,2000,3,1,0,0,741,511,1
355,1987-01-24,0,0.0006034153801999199,0.32533774351756495,2600,3,2,0,0,525,610,0
356,1941-12-29,0,0.06855024807435872,0.20277336595462994,2100,4,6,1,1,735,654,0
358,1940-03-14,0,0.0378925186654174,0.37666962741951315,2400,3,3,0,0,774,708,0
360,1963-05-18,0,0.09838063571271341,0.22446994304654921,2000,6,1,0,1,780,557,0
361,1981-03-16,1,0.06209009435563439,0.41876912811273787,2100,6,1,0,0,569,635,0
362,1960-10-01,1,0.17991173166771354,0.4043602817354182,2000,6,2,0,0,817,502,1
363,1946-05-11,1,0.00879835738919305,0.45085184737388934,2300,6,0,0,0,727,579,0
364,1965-07-13,1,0.0833299300852703,0.29590302657340756,2000,1,0,0,1,726,729,0
365,1968-04-01,0,0.00532225022138678,0.2737114622074827,2100,5,3,0,0,520,798,0
366,1932-10-24,1,0.06524272458619106,0.39579563018233554,2400,1,4,0,0,706,687,0
367,1929-08-02,1,0.0850978698658645,0.5321713299478695,2000,4,5,0,0,839,839,0
368,1932-01-09,0,0.006287453503224822,0.2761317280093509,2300,4,2,0,1,616,670,0
369,1978-10-01,1,0.010635418051564904,0.6603201052588211,2000,3,2,0,0,585,638,1
370,1929-06-04,0,0.00724848415082563,0.42674895067360763,2500,3,5,0,0,780,528,0
371,1955-10-18,0,0.13778123028627967,0.4671404096624042,2200,2,2,0,0,504,550,0
372,1970-11-01,2,0.197414267817168,0.27529357720153835,2100,5,3,0,0,504,743,0
373,1940-04-04,1,0.05664843938482858,0.0862614434843794,2300,4,1,0,0,651,552,0
374,1973-10-18,0,0.04624784348084814,0.43081953414933694,2100,7,1,0,0,538,548,0
375,1935-03-02,0,0.007629420259011873,0.5342413957423104,2400,7,0,0,0,568,828,0
376,1968-01-22,1,0.07959221870859919,0.29274383514632335,2200,10,3,0,0,619,755,0
377,1982-10-11,1,0.0016416576356804975,0.46463376300941694,2400,5,1,0,0,770,752,0
378,1967-12-11,0,0.0007183809732569,0.28150883053022085,2500,7,1,0,0,702,823,0
379,1950-02-26,0,0.14878041243101703,0.3191567084227536,2100,2,0,0,0,561,746,1
380,1965-12-08,1,0.03512172353627521,0.4304347135714482,2400,4,2,0,0,718,611,0
381,1937-12-12,-1,0.0732719449065213,0.32586590327868376,2200,1,4,0,0,738,626,0
382,1999-04-28,0,0.0895094089435583,0.2904148635952768,2500,5,2,0,0,560,729,0
383,1982-03-12,2,0.09909586985402538,0.16038499759134622,2300,3,1,0,0,610,664,0
384,1956-07-21,1,0.004389947172547409,0.3191899139742468,2100,6,5,0,0,629,620,0
385,1955-09-29,0,0.012914436726669191,0.39090615570700565,2100,6,2,0,1,625,601,0
386,1986-07-13,0,0.039067468053961434,0.20399803047846135,2000,6,1,0,0,631,638,1
387,1993-06-05,0,0.12093042243205747,0.269525928459394,2000,0,1,0,0,598,571,0
388,1954-06-02,1,0.03415902425031468,0.4746088561205643,2100,7,3,0,0,525,836,0
389,1960-06-23,1,0.002461497739721225,0.48446287401318333,2200,6,1,0,0,793,604,0
390,1943-10-14,0,0.004682309771547273,0.2940501976944024,2900,4,2,1,0,797,750,0
391,1948-04-19,1,0.05106484578516349,0.14774505252522382,2400,4,3,0,0,558,583,0
392,1943-01-02,0,0.02839604380398042,0.241297129276148,2100,4,5,0,0,702,704,0
393,1930-05-08,1,0.03273141056553064,0.2988939638431793,2100,5,2,0,0,705,613,0
394,1989-05-21,2,0.02367532545780899,0.4069432853624613,2600,7,4,0,0,749,747,0
396,1983-06-12,0,0.008689163583565118,0.4534917103371357,2300,4,1,0,0,810,834,0
397,1958-11-28,1,0.0451217682328568,0.1586938867479833,2500,4,3,0,0,772,718,0
398,1949-12-30,0,0.003262911333696574,0.340632283628702,2300,5,2,0,1,560,634,0
399,1989-08-11,2,0.03044180174008231,0.47756690856057255,2500,5,2,0,0,567,694,0
400,1991-05-30,1,0.07434712268373242,0.49535326885561054,2200,6,3,0,0,699,703,0
401,1934-11-19,1,0.12790581726854708,0.29649116319395585,2100,5,0,0,0,679,804,0
402,1952-10-29,0,0.0020365473421615414,0.15961677825178686,3100,3,4,0,0,742,738,0
404,1957-10-30,1,0.04514381960293784,0.21831498748737604,2100,5,1,0,1,819,598,0
405,1963-02-14,0,0.042069101102236314,0.2861281990386411,2600,4,3,0,0,656,548,0
406,1954-06-13,2,0.01220257466714007,0.3226883042907428,2100,6,4,0,1,527,687,0
407,1944-07-27,0,0.14938134775722478,0.2799180716141358,2100,1,5,0,0,746,785,0
408,1952-12-15,2,0.07952065434208187,0.19182560194563386,2200,9,1,0,0,534,733,0
409,1992-03-20,0,0.037660468093675195,0.180225304291193,2100,5,2,0,0,585,747,0
410,1972-09-30,1,0.01862308225944996,0.25915766997101564,3100,5,1,0,0,826,530,0
411,1956-05-14,1,0.023309180008015455,0.3018895891430867,2300,5,1,0,1,724,591,0
412,1945-05-22,0,0.00693121928068379,0.2582633884466175,2300,1,6,0,0,810,576,0
413,1994-04-19,0,0.03780616303975849,0.44105829261464424,2000,2,0,0,0,684,550,0
414,1972-11-29,0,0.08165084394458091,0.19560250717007988,2300,6,0,0,0,698,727,0
415,1945-04-03,1,0.03057682603879808,0.38294708817730616,2000,3,1,1,0,717,640,0
416,1969-01-19,0,0.12740839876078963,0.613405144744761,2100,5,6,0,0,772,683,0
417,1987-12-08,0,0.010420744189732633,0.4023891469926373,2200,6,0,0,0,695,801,0
418,1983-11-11,0,0.034249443007788684,0.37157455562830466,2000,7,2,1,0,720,524,0
419,1959-05-19,2,0.1711141229118095,0.17919089781439346,2000,2,2,0,0,600,520,0
420,1962-12-23,0,0.03113395279118925,0.21276171980429504,2000,6,0,0,0,780,654,0
421,1969-07-06,1,0.043958160395658495,0.2918968727248707,2100,3,2,0,0,561,834,0
422,1952-12-30,0,0.019091007638600617,0.1997587500187838,2700,7,4,0,0,618,658,0
423,1932-12-29,1,0.09823230456270027,0.30596864438534693,2000,8,2,0,0,774,810,0
424,1962-07-07,0,0.07993056260070434,0.3541444784285378,2000,4,1,0,0,806,614,0
425,1930-07-07,0,0.04687725462347881,0.3555369450251949,2300,5,2,0,0,552,585,1
426,1938-05-20,0,0.018953255719638833,0.3450189286952439,2100,4,3,0,0,703,758,0
427,1972-02-10,0,0.017830476203154273,0.567532204746964,2900,3,1,0,0,524,613,0
428,1949-09-11,1,0.018808752997605625,0.25785928855048,2000,6,1,0,1,743,692,0
429,1992-03-02,2,0.027975086762135948,0.27437174839331196,2000,7,1,0,0,731,593,0
430,1955-04-20,3,0.023125750510732006,0.24854846751335283,2300,6,3,0,0,784,509,0
431,1952-03-27,0,0.0007519339138000094,0.38659819799040085,2200,3,4,1,0,647,693,0
432,1948-10-05,0,0.04846866959929397,0.26602828769453774,2000,8,2,0,0,798,525,1
433,1989-02-14,1,0.05076392200697716,0.5665118545776585,2500,4,2,0,0,569,521,0
434,1938-06-06,1,0.049541043653644305,0.45883619990441177,2500,4,2,0,1,551,833,0
435,1931-09-07,0,0.001565730211009891,0.38702070861636784,2200,6,2,0,0,528,508,0
437,1970-12-25,0,0.09348594076097151,0.1921108353930843,2200,5,3,0,0,733,644,0
438,1984-03-28,0,0.009752582485930432,0.2602895541070641,3300,2,2,0,0,749,804,0
439,1980-12-21,0,0.0018662620429821034,0.2347323790636427,2100,3,2,0,0,793,500,0
440,1960-08-16,2,0.08918319109458062,0.46717522142451284,2200,4,0,0,0,530,621,0
442,1965-03-01,0,0.02349555509431656,0.2794109420559117,2200,2,2,0,1,743,514,0
443,1931-07-10,1,0.1584786974932958,0.38076487484308297,2400,1,3,0,0,578,715,0
444,1977-06-30,1,0.013307678334277208,0.19644859767100606,2300,2,3,0,0,689,580,0
445,1998-08-06,1,0.14405054790226962,0.45776420147854796,2200,3,3,0,0,749,723,0
446,1957-11-14,1,0.03997501010004233,0.36693722774416415,2000,5,2,0,0,684,822,0
447,1998-06-11,1,0.018196687970050453,0.2857947897189493,2900,4,2,0,0,720,500,0
448,1829-06-03,2,0.07079200047834927,0.406622207043094,2100,3,3,0,0,735,725,0
449,1995-07-17,1,0.011117670047345445,0.22210883719162372,2200,5,0,0,0,763,642,1
450,1946-12-28,0,0.03816959207170857,0.40300202059553897,2000,1,2,1,0,812,533,0
451,1986-08-20,0,0.06577184429511605,0.30359351460014583,2500,4,5,0,0,752,539,0
452,1934-01-13,4,0.01074988584726568,0.33765345288179466,2100,7,2,0,0,562,693,0
453,1973-09-04,0,0.0373322582376926,0.5308737909284728,2300,6,2,0,0,745,725,0
454,1956-05-15,0,0.04690120196548777,0.3678234640763163,2500,4,1,0,0,521,612,0
455,1979-07-21,2,0.021285941371283985,0.21264823576458153,2100,2,0,2,0,744,608,0
456,1931-01-05,0,0.0516894138384191,0.293298094283828,2200,5,7,0,0,711,719,0
457,1985-04-15,2,0.0003041509806320392,0.3269025401687909,2100,5,2,1,0,682,821,0
458,1985-06-26,0,0.15014789756981475,0.2615195645647989,2300,3,3,0,0,732,737,0
459,1952-05-31,0,0.060329643743483416,0.29159927060468144,2300,6,0,0,0,815,612,0
460,1989-08-10,0,0.029149938507241215,0.3179820666487708,2000,3,5,0,0,684,503,1
461,1992-09-08,1,0.005776135455965319,0.34283161600227696,2200,9,5,0,0,718,566,0
462,1941-06-13,1,0.06972317627704468,0.08634721980322027,2800,7,1,0,0,588,759,0
463,1937-08-13,0,0.10307176389974293,0.3681103310217793,2000,9,4,0,0,774,783,0
464,1929-02-23,1,0.03938958654831299,0.2951475978261029,2000,5,2,0,0,693,505,0
465,1942-12-30,0,0.011995312885445886,0.3383728492920683,2800,0,3,0,1,821,535,0
467,1962-10-10,1,0.04945186510339902,0.47426089221445555,2200,3,3,1,0,667,563,1
468,1984-11-16,2,0.04273643477208403,0.39725252554667173,2100,7,2,0,0,769,774,0
470,1949-12-08,0,0.05218964886910404,0.2801679122179891,2400,4,1,1,0,655,572,1
471,1969-08-14,0,0.01706607926343169,0.27634505302781,2300,5,3,0,0,528,561,0
472,1932-08-10,0,0.009098774239655747,0.2666078630026136,2000,6,6,0,0,777,658,0
473,1982-07-10,0,0.06354380887514617,0.4097345966205702,2100,7,2,0,0,551,725,0
474,1979-02-12,1,0.03949321667482163,0.30812510023187123,2000,4,4,0,0,827,697,0
475,1949-10-15,1,0.007519087184754201,0.2671320835307229,3300,4,2,0,0,698,793,0
476,1947-08-27,1,0.011479485067610666,0.2923406827971686,2100,5,0,0,0,708,691,0
477,1952-08-23,0,0.02606321779697034,0.36268260074902603,3000,8,5,0,0,719,596,0
478,1988-01-19,0,0.07889110187287086,0.34773369677470295,2600,11,1,0,0,505,623,0
479,1946-09-05,1,0.04120291631419195,0.181241560500653,2000,2,0,1,0,740,789,0
480,1978-04-07,0,0.005088183671467038,0.2868965613987909,2000,6,2,0,0,666,748,0
481,1986-08-04,1,0.024041474284252067,0.42499495633235246,2000,7,0,0,0,683,560,1
482,1946-09-29,1,0.00951638062635184,0.4249258189741873,2000,6,1,0,0,774,749,0
483,1970-02-06,0,0.047638954546790444,0.16507177096365763,2100,7,1,0,0,579,631,0
484,1961-10-09,0,0.00864235041910107,0.26476957531519696,2100,10,1,0,0,721,786,0
485,1965-01-09,0,0.03924384617106818,0.7377662744177366,2300,8,1,0,0,559,627,0
486,1967-03-08,0,0.07086518169842883,0.22552207911836922,2600,5,3,0,0,699,572,0
487,1953-01-06,1,0.09827047790399271,0.16872061155424775,2100,6,0,0,0,663,611,0
488,1998-06-05,1,0.041525498952521965,0.15622723512010994,2100,3,0,0,0,653,570,0
489,1952-04-01,1,0.001153382919064814,0.5137949190133411,2500,4,3,1,0,516,591,0
490,1961-07-19,0,0.06705711573620793,0.5001475659400719,2600,7,2,0,0,528,724,1
491,1950-03-12,1,0.0024608332849119915,0.2960664619679683,2000,3,2,1,0,651,558,0
492,1979-03-30,0,0.25397202506553984,0.28759649360964423,2600,6,2,0,0,527,633,0
493,1954-03-11,0,0.044226266999601256,0.3988586227781917,2300,4,0,0,0,511,520,0
494,1942-04-12,0,0.0647778447410196,0.270148591839927,2800,0,3,0,0,562,785,0
495,1950-07-29,0,0.008776451299385694,0.3344728193442837,2100,2,2,0,0,576,823,0
496,1977-09-29,0,0.011426501923129686,0.31077105040621494,2200,4,1,0,0,528,627,1
497,1964-01-19,0,0.07438366604853312,0.28309010594205125,2500,8,4,0,0,608,671,0
498,1970-07-27,1,0.06838150483187304,0.5103861948084191,2400,5,2,0,0,503,756,0
499,1959-11-28,0,0.01000172303814541,0.36814929181916034,2100,4,4,0,0,711,529,1
500,1938-05-18,0,0.02683499385041158,0.2513382371705727,2000,3,2,0,1,727,674,0
501,1933-05-17,1,0.007948424808969195,0.22365322441349922,2000,4,3,0,1,795,739,0
502,1990-05-02,3,0.031150386671532956,0.1925055098952446,2000,1,1,0,0,664,829,0
503,1961-05-07,0,0.13327436002491985,0.2808486871310881,2000,6,1,1,0,783,636,0
504,1934-08-03,0,0.027131244522826038,0.5727304149532636,2200,4,2,0,1,712,817,0
505,1933-01-22,1,0.07505110200544485,0.3114526220535753,2100,3,3,0,0,591,827,0
506,1934-12-01,0,0.0317925150702162,0.33836039358345005,2600,5,2,1,0,666,766,0
507,1953-11-16,0,0.0885055584755115,0.2937917890533992,2000,5,1,0,0,753,652,0
508,1946-09-05,1,0.02093607519030494,0.4119487997044507,2400,5,4,0,0,517,614,1
509,1939-11-17,0,0.09173412492680856,0.39569202273371273,2400,4,4,0,0,671,556,0
510,1940-04-08,0,0.01429853052619191,0.39425509720917473,2300,6,1,0,1,769,815,0
511,1973-12-10,0,0.045254162340737855,0.15880007115178907,2500,3,0,0,0,827,594,0
512,1933-08-21,0,0.00536200275228412,0.3073891756689183,2400,5,1,0,0,557,524,0
513,1951-08-18,1,0.13259418330598027,0.4863449061879354,2200,1,1,0,0,677,825,0
514,1942-06-28,1,0.12184354042712799,0.24590181266105504,2500,3,2,0,0,674,787,0
515,1951-12-22,2,0.03536300920751343,0.4939151381670038,2200,3,1,0,0,591,831,1
516,1934-02-09,0,0.034855990156237734,0.2816617574664035,2100,6,2,0,0,713,694,0
517,1983-03-19,0,0.15685283087719284,0.5327458787231637,2100,3,3,0,0,528,570,0
518,1949-08-29,1,0.09601830474847924,0.3641820145875119,2300,5,2,1,0,587,614,0
520,1983-09-21,1,0.133089714711327,0.48095163212982733,2100,3,1,0,0,503,810,0
521,1996-06-14,0,0.1259968643270978,0.26245183203497324,2000,5,0,0,0,665,696,0
522,1968-12-06,1,0.0014089117316548638,0.3677787193209061,2000,3,5,0,0,517,594,0
523,1980-12-22,0,0.0035487716868260306,0.2337658818242525,2000,3,4,0,0,839,582,0
524,1970-09-18,0,0.09980951672098276,0.39220781410099403,2200,4,5,0,0,694,732,0
525,1930-08-14,0,0.01278602731476252,0.1117730454474487,2500,5,2,0,0,785,567,0
526,1976-11-01,1,0.001479564119998496,0.09605601513896202,3200,7,1,0,0,756,501,0
527,1994-02-24,0,0.13234050088095362,0.22626156698753963,2000,0,3,0,0,772,682,0
528,1932-06-14,0,0.049750370057584786,0.24163003744435685,2200,3,2,0,0,705,585,0
529,1984-03-28,0,0.04699869771634593,0.33698420847912725,2100,11,0,0,2,520,531,0
530,1937-11-01,2,0.004702501842251193,0.1935900023922934,2400,2,1,0,0,735,502,0
531,1999-05-12,0,0.03930846655648337,0.1995969905154538,2400,4,1,0,0,623,782,0
532,1994-10-22,0,0.06699004986523885,0.4198747941260769,2800,8,2,0,0,542,803,0
533,1978-05-01,0,0.006090776908210828,0.3285252836940621,2100,5,1,0,0,760,754,0
534,1952-11-12,0,0.006504966479107554,0.41172914050418397,2000,4,3,0,0,835,811,0
535,1988-01-29,0,0.037687110292803055,0.24734301512413606,2000,2,1,0,0,809,830,0
536,1948-01-22,0,0.04894222945914421,0.22898205419901593,2500,6,0,0,0,635,568,0
537,1964-11-24,3,0.04336606351960901,0.32481002346297594,2000,3,2,0,0,519,756,0
538,1953-02-24,0,0.08320651199153929,0.35473680594633156,2800,4,2,0,0,706,816,0
539,1938-10-27,0,0.028719324372009157,0.2696221780690141,2300,7,2,0,1,820,500,0
540,1975-09-04,1,0.008796982753062975,0.48358316814952584,2300,3,1,0,1,750,758,0
541,1996-06-22,0,0.09885579092931618,0.2056287960218137,2000,11,2,0,0,757,526,0
542,1960-06-12,1,0.010852188672515108,0.23912860679539405,2100,5,1,0,0,501,778,1
543,1957-06-30,0,0.05836736053583572,0.3864260017504539,2000,4,6,0,0,588,569,1
544,1976-08-28,0,0.04346928427480226,0.1597898098092076,2900,8,3,1,1,720,573,0
545,1991-11-23,0,0.01803036330921478,0.4663244912932418,2000,4,1,0,1,741,574,1
546,1988-05-06,0,0.06284407120668237,0.5066008870446668,2300,6,1,0,0,553,575,0
547,1957-04-24,2,0.07529779139291523,0.47359569475503976,3500,9,3,0,1,522,696,0
548,1987-09-28,0,0.09411739285162574,0.3288596133295607,2400,6,3,0,0,710,503,1
549,1980-09-26,0,0.06461177340562889,0.32547014742960884,2100,4,1,0,0,559,534,0
550,1988-07-06,0,0.024503147707417173,0.5049254876248962,2700,2,5,0,0,667,775,0
551,1936-04-03,0,0.0002447188658895728,0.42974883731921026,2100,8,4,0,0,825,505,1
552,1950-09-05,0,0.022103775897974628,0.4263865333520668,2400,2,1,0,0,686,807,0
553,1990-02-04,0,0.04689575125227372,0.2872875192055552,2000,1,3,1,0,521,513,0
554,1999-02-05,1,0.050529841167856096,0.33951882297457886,2100,3,4,0,0,598,838,0
555,1997-07-14,0,0.1591472528021075,0.44408943444930965,2100,9,2,0,0,610,562,0
557,1999-04-22,0,0.03978803346784719,0.4887105359177479,2000,4,5,0,0,798,784,0
558,1964-06-22,0,0.06400667265913983,0.4302126383508677,2100,2,2,0,0,706,596,0
559,1950-01-01,0,0.07127647356682487,0.277893130779362,2100,5,0,0,0,751,806,0
561,1949-10-29,1,0.08647129654516945,0.296227496619364,2100,8,2,0,0,626,804,0
562,1983-02-08,0,0.23156156750259507,0.4286294913821307,2300,3,0,0,0,633,520,1
563,1972-04-10,2,0.023035319819399838,0.5818476440052566,2200,7,2,0,0,668,833,0
564,1950-09-05,1,0.06067699565844003,0.3261661249494253,2200,7,4,0,0,688,611,0
565,1943-12-20,0,0.07985149082665803,0.43050661944720053,2100,2,2,0,1,823,687,0
566,1945-08-22,0,0.06061431049533029,0.3556160716870949,2100,5,3,1,1,674,805,0
567,1987-08-10,0,0.08791439723880859,0.40649813608684077,2000,5,2,0,0,560,637,0
568,1998-11-24,0,0.013933854630696869,0.28749747574976875,2100,7,5,0,0,510,634,0
569,1973-11-17,0,0.11420819586881963,0.2858497755632614,2200,3,2,0,0,623,780,0
571,1988-05-03,0,0.02918096764282354,0.409807345855829,2200,5,3,0,0,816,528,0
572,1998-06-29,0,0.0028053265228037104,0.26095946887318133,2000,6,1,0,1,714,791,0
573,1954-09-05,0,0.002050253355840332,0.33854355808846665,2700,6,5,1,0,505,829,0
574,1952-09-03,0,0.10920112829751613,0.4004160429141804,2300,7,0,0,0,662,749,0
575,1991-02-21,0,0.027283649176989194,0.5205481729052331,2700,5,0,0,1,551,617,0
577,1935-01-18,1,0.02850635554528846,0.3495492017592129,3000,2,2,0,1,547,770,0
578,1952-02-24,0,0.013416329119810918,0.31529108414221513,2200,10,2,0,0,768,533,0
579,1998-02-23,0,0.18511279255285515,0.6341575583743254,2200,8,1,0,0,534,587,0
581,1973-04-26,0,0.02125902001134017,0.09484246705951721,2500,6,0,0,0,683,694,0
582,1977-11-30,1,0.0015043418869637535,0.2418881941437202,2200,2,0,0,0,761,719,0
583,1933-07-01,1,0.11864405101607832,0.3186393904936211,2500,5,0,1,0,717,502,0
584,1991-02-15,1,0.01503221930468522,0.4715223073518963,2800,4,1,0,0,504,703,0
585,1977-01-04,1,0.0570271365674113,0.47389124652315756,2100,5,3,0,0,744,537,0
586,1977-12-20,1,0.070823090646306,0.3686769790644669,2000,5,0,0,0,689,752,0
587,1981-06-05,0,0.02695006483772212,0.5917341643739921,2500,3,4,0,0,712,529,0
588,1939-11-16,0,0.02548605572194185,0.40625011154506147,2100,8,2,0,0,692,623,0
589,1980-11-26,0,0.061442757676358296,0.3105319042425735,3000,4,2,1,0,674,800,0
590,1965-06-27,0,0.24631604796386367,0.46235441010585904,2000,6,2,0,0,573,539,0
591,1989-05-03,0,0.04522977507740049,0.3896595396871373,2100,5,0,1,0,566,631,0
592,1997-09-27,0,0.00611049723462198,0.4076887646925883,2100,7,1,0,0,656,704,0
594,1984-12-20,1,0.010801521072854547,0.4234392767169947,2600,10,2,0,0,620,820,0
595,1932-02-05,0,0.015643419068380727,0.5437771688700328,2500,3,1,0,0,667,565,0
596,1960-08-23,1,0.039843122187125705,0.31082557553067136,2100,3,1,0,0,603,559,0
597,1971-10-25,1,0.012602288675371545,0.46159527099379366,2000,3,1,0,0,769,601,1
